id,income,education,gender,age,union,height,weight,surveydate
5308,18000,4,female,45,no,160,90,7/30/15
5309,30000,6,male,28,no,170,128,7/26/15
5310,10000,4,female,55,no,150,120,7/26/15
5311,20000,1,female,56,no,165,140,7/27/15
5312,6000,3,male,65,no,173,110,7/27/15
5313,48000,4,male,86,no,162,130,7/28/15
5314,50000,6,female,36,no,162,115,7/29/15
5315,20000,4,male,72,no,154,110,7/30/15
5316,0,3,female,58,no,160,120,7/28/15
5317,50000,7,male,20,no,178,136,7/29/15
5318,5000,3,female,66,no,163,120,7/26/15
5319,25000,4,male,45,no,168,140,7/27/15
5320,0,1,female,76,no,158,100,7/27/15
5321,12000,6,female,53,no,160,120,7/26/15
5322,170000,4,male,23,no,168,125,7/27/15
5323,0,4,male,73,used to be,172,130,7/26/15
5324,50000,12,male,52,no,178,150,7/30/15
5325,50000,4,male,54,no,172,160,7/26/15
5326,40000,8,male,26,no,178,150,7/25/15
5327,5000,4,female,62,no,160,130,7/28/15
5328,30000,3,male,72,used to be,165,92,7/26/15
5329,36000,4,female,41,no,162,104,7/25/15
5330,20000,4,female,40,no,165,120,7/30/15
5331,10000,1,female,62,no,156,140,7/28/15
5332,25000,4,male,64,used to be,176,170,7/29/15
5333,40000,3,male,65,no,172,135,7/30/15
5334,0,6,female,18,no,165,120,7/27/15
5335,27000,4,male,67,no,174,140,7/28/15
5336,6420,3,female,72,no,163,170,7/25/15
5337,35000,4,male,27,no,177,160,7/28/15
5338,1000,12,female,22,no,160,108,7/30/15
5339,1.00E+05,11,male,42,yes,178,200,7/29/15
5340,1.00E+05,7,female,30,no,165,105,7/28/15
5341,20000,4,female,45,no,150,90,7/26/15
5342,10000,7,male,28,no,190,140,7/28/15
5343,30000,4,male,46,no,170,173,7/28/15
5344,3000,3,female,49,no,165,150,7/27/15
5345,45000,6,male,62,no,176,155,7/27/15
5346,0,10,female,20,no,170,104,7/27/15
5347,0,6,female,18,no,164,138,7/30/15
5348,0,3,male,55,no,175,140,7/27/15
5349,25000,4,male,80,no,170,130,7/28/15
5350,22000,3,female,54,no,155,140,7/29/15
5351,0,6,female,36,used to be,170,130,7/28/15
5352,40000,12,female,41,no,158,110,7/27/15
5353,10000,3,female,46,no,165,140,7/26/15
5354,90000,10,male,27,no,177,160,7/31/15
5355,5000,4,female,53,no,163,137,7/30/15
5356,900,3,female,69,no,147,94,7/28/15
5357,36000,12,female,26,no,165,120,7/30/15
5358,0,4,female,52,no,167,136,7/25/15
5359,3000,4,female,43,no,165,120,7/28/15
5360,30000,4,male,31,no,186,170,7/28/15
5361,10000,4,male,59,no,173,110,7/28/15
5362,0,1,female,59,no,156,135,7/28/15
5363,20000,4,male,44,no,180,140,7/26/15
5364,30000,3,male,53,no,170,120,7/29/15
5365,10000,3,female,49,no,160,105,7/29/15
5366,12000,6,male,51,no,170,140,7/28/15
5367,8000,3,female,58,no,165,130,7/27/15
5368,0,3,female,67,no,156,160,7/30/15
5369,50000,6,male,46,no,176,145,7/30/15
5370,50000,6,male,28,no,177,200,7/29/15
5371,24000,4,female,31,no,170,130,7/26/15
5372,11020,3,male,68,no,175,134,7/28/15
5373,60000,7,male,67,used to be,165,140,7/28/15
5374,0,4,female,41,no,152,104,7/26/15
5375,0,6,male,22,no,176,130,7/30/15
5376,30000,1,female,42,no,165,130,7/25/15
5377,20000,7,female,23,no,170,100,7/27/15
5378,800,4,female,74,no,160,90,7/26/15
5379,20000,4,male,49,no,170,140,7/26/15
5380,50000,7,male,55,no,170,140,8/31/15
5381,20000,1,female,70,no,170,150,7/31/15
5382,500,4,female,68,no,162,122,7/27/15
5383,24000,11,male,27,yes,170,150,7/28/15
5384,25000,7,female,32,no,167,116,7/29/15
5385,30000,6,male,53,no,177,150,7/27/15
5386,0,12,female,22,no,170,110,7/30/15
5387,7200,1,female,78,no,156,110,7/29/15
5388,24000,7,male,55,no,173,150,7/27/15
5389,0,4,female,45,no,158,110,7/27/15
5390,50000,4,male,61,no,178,170,7/29/15
5391,900,3,female,78,no,155,120,7/26/15
5392,20000,12,male,22,no,180,140,7/30/15
5393,1000,3,male,43,no,166,100,7/25/15
5394,0,4,female,42,no,163,92,7/27/15
5395,15000,3,female,27,no,160,90,7/27/15
5396,1.00E+05,4,male,28,no,168,130,7/27/15
5397,600,1,male,77,no,156,120,7/30/15
5398,120000,10,male,22,no,183,178,7/30/15
5399,0,1,female,63,no,160,120,7/25/15
5400,10000,3,female,40,no,157,150,7/30/15
5401,0,12,male,25,no,176,136,7/29/15
5402,1.00E+05,4,male,43,no,176,160,7/29/15
5403,60000,9,female,57,used to be,160,110,7/27/15
5404,50000,13,female,28,no,162,98,7/30/15
5405,20000,6,female,54,used to be,170,160,7/27/15
5406,0,1,female,81,no,152,105,7/27/15
5407,40000,11,female,27,no,162,140,7/30/15
5408,40000,12,male,39,yes,168,145,7/27/15
5409,30000,7,female,28,no,164,57,7/26/15
5410,30000,3,male,57,no,170,125,7/29/15
5411,30000,4,male,46,no,168,120,7/27/15
5412,1.00E+05,4,male,50,no,175,160,7/26/15
5413,24000,6,female,56,used to be,160,110,7/28/15
5414,5000,3,female,34,no,155,110,7/30/15
5415,20000,3,male,45,no,175,150,7/27/15
5416,40000,10,male,58,no,170,142,7/29/15
5417,0,4,male,61,no,170,140,7/25/15
5418,80000,11,male,50,used to be,170,140,7/31/15
5419,3000,1,female,64,no,160,120,7/27/15
5420,40000,13,male,27,yes,178,140,7/28/15
5421,24000,7,female,19,no,172,120,7/27/15
5422,20000,3,male,48,no,170,135,7/26/15
5423,24000,6,female,47,yes,160,106,7/28/15
5424,24000,4,female,44,no,157,120,7/29/15
5425,0,3,female,62,no,160,140,7/28/15
5426,10000,11,male,26,no,174,120,7/29/15
5427,10000,12,male,23,no,180,150,7/26/15
5428,20000,10,male,25,yes,174,180,7/27/15
5429,4000,4,female,62,no,160,90,7/30/15
5430,50000,10,female,31,no,160,90,7/27/15
5431,12000,4,female,57,no,165,136,7/27/15
5432,0,4,female,45,no,165,105,7/28/15
5433,0,4,male,63,no,170,130,7/27/15
5434,0,6,female,53,no,160,126,7/27/15
5435,25000,3,female,69,used to be,154,105,7/28/15
5436,60000,12,female,25,no,165,100,7/30/15
5437,10000,3,female,39,no,155,112,7/25/15
5438,70000,9,male,34,no,173,130,7/28/15
5439,5000,3,female,51,no,160,120,7/27/15
5440,240000,12,female,33,yes,165,53,7/25/15
5441,40000,3,male,30,no,173,150,7/25/15
5442,50000,3,female,46,no,160,110,7/25/15
5443,50000,10,male,38,yes,176,150,7/29/15
5444,25000,4,male,35,no,170,140,7/28/15
5445,50000,3,male,33,no,165,160,7/28/15
5446,50000,6,male,32,no,173,140,7/26/15
5447,0,3,female,68,no,155,90,7/26/15
5448,60000,13,male,45,yes,175,150,7/29/15
5449,10000,4,female,42,no,165,120,7/29/15
5450,1.00E+05,6,male,55,no,168,140,7/26/15
5451,25000,3,male,41,no,170,140,7/25/15
5452,50000,10,male,26,no,178,136,7/30/15
5453,0,7,female,35,no,162,120,7/29/15
5454,8000,3,female,53,no,163,128,7/27/15
5455,38400,4,male,67,no,168,100,7/29/15
5456,70000,7,male,30,no,180,168,7/28/15
5457,40000,9,female,42,no,160,120,7/30/15
5458,1800,1,female,82,no,160,128,7/27/15
5459,24000,1,female,62,no,160,150,7/28/15
5460,2000,6,female,61,no,155,120,7/28/15
5461,5000,4,female,49,no,152,106,7/29/15
5462,0,3,female,63,no,160,130,7/26/15
5463,40000,10,female,44,yes,160,120,7/31/15
5464,0,12,female,20,no,168,130,7/30/15
5465,70000,4,male,29,no,178,130,7/27/15
5466,2000,3,female,63,no,155,110,7/27/15
5467,10000,4,male,78,no,175,150,7/28/15
5468,4000,1,female,80,no,150,100,7/29/15
5469,0,4,female,61,no,155,105,7/26/15
5470,30000,11,male,41,no,185,150,7/28/15
5471,90000,6,male,48,no,167,140,7/27/15
5472,50000,12,male,25,no,174,140,7/31/15
5473,10000,1,female,66,no,155,120,7/26/15
5474,50000,4,male,37,no,170,200,7/29/15
5475,0,4,female,36,no,165,126,7/27/15
5476,25000,3,male,67,no,170,150,7/30/15
5477,0,10,female,20,no,155,94,7/30/15
5478,36000,13,male,30,yes,178,136,7/30/15
5479,6000,3,female,52,no,163,120,7/27/15
5480,24000,4,female,55,no,160,130,7/26/15
5481,20000,6,female,45,no,162,120,7/30/15
5482,30000,6,female,42,no,165,120,7/31/15
5483,40000,5,female,33,no,165,110,7/27/15
5484,30000,4,male,43,no,175,140,7/29/15
5485,385,1,female,89,no,150,80,7/26/15
5486,2000,3,female,63,no,159,125,7/27/15
5487,10000,3,male,33,no,170,150,7/28/15
5488,0,4,female,37,no,164,145,7/29/15
5489,20000,3,female,61,no,160,110,7/27/15
5490,0,6,male,61,no,160,121,7/28/15
5491,100,2,female,70,no,160,80,7/25/15
5492,10000,4,female,47,no,165,130,7/26/15
5493,8000,3,female,52,no,160,136,7/26/15
5494,1.00E+05,7,female,39,no,170,120,7/28/15
5495,2000,4,female,41,no,156,96,7/27/15
5496,30000,3,female,37,no,160,120,7/29/15
5497,0,4,female,32,no,159,96,7/26/15
5498,25000,4,male,22,no,186,200,7/28/15
5499,40000,6,female,36,no,160,140,7/29/15
5500,5.00E+05,4,male,43,used to be,177,160,7/29/15
5501,18000,3,female,65,used to be,153,135,7/28/15
5502,50000,6,male,49,yes,170,140,7/28/15
5503,1500,4,female,49,no,150,128,7/27/15
5504,40000,3,male,72,no,170,138,7/27/15
5505,30000,7,male,38,no,172,140,7/27/15
5506,30000,6,female,24,no,168,110,7/29/15
5507,16000,1,female,62,no,155,110,7/25/15
5508,0,4,male,67,no,168,163,7/26/15
5509,7800,1,female,65,no,165,170,7/26/15
5510,10000,3,female,67,no,160,120,7/28/15
5511,10000,4,male,51,no,160,130,7/29/15
5512,40000,6,female,58,yes,160,130,7/30/15
5513,0,11,female,21,no,163,135,7/26/15
5514,30000,6,male,31,no,178,130,7/28/15
5515,42000,6,male,43,yes,168,145,7/28/15
5516,30000,4,male,46,no,175,160,7/29/15
5517,0,1,female,65,no,150,100,7/29/15
5518,13000,5,female,25,no,167,100,7/28/15
5519,30000,10,male,57,yes,176,160,7/29/15
5520,0,4,female,37,no,158,130,7/27/15
5521,30000,7,male,28,no,174,120,7/25/15
5522,50000,8,male,24,no,172,125,7/30/15
5523,10000,4,male,30,no,166,138,7/25/15
5524,5000,3,female,72,no,163,110,7/27/15
5525,20000,4,male,57,no,179,170,7/27/15
5526,20000,4,male,40,no,170,145,7/26/15
5527,0,4,female,28,no,163,128,7/28/15
5528,16000,4,male,52,no,173,135,7/26/15
5529,30000,4,male,30,no,178,121,7/29/15
5530,15000,4,female,53,no,165,145,7/27/15
5531,20000,4,female,50,no,160,105,7/26/15
5532,1000,1,male,57,no,165,110,7/26/15
5533,0,4,female,59,no,160,138,7/29/15
5534,20000,4,female,46,no,165,130,7/29/15
5535,70000,4,male,53,no,175,150,7/27/15
5536,43000,4,female,23,no,158,92,7/29/15
5537,10680,1,female,74,no,150,105,7/29/15
5538,10000,1,female,66,no,160,106,7/29/15
5539,2000,1,female,51,no,160,110,7/27/15
5540,960,4,male,62,no,176,150,7/25/15
5541,10000,3,male,64,no,165,110,7/30/15
5542,25000,8,female,38,used to be,155,110,7/25/15
5543,10000,3,male,72,no,156,105,7/29/15
5544,0,4,male,64,no,155,110,7/29/15
5545,90000,10,male,36,no,175,150,7/28/15
5546,36000,10,female,26,no,162,100,7/28/15
5547,8000,4,male,34,no,178,170,7/25/15
5548,0,7,female,30,no,162,113,7/26/15
5549,20000,1,female,45,no,160,100,7/29/15
5550,1.00E+05,5,male,38,no,178,150,7/29/15
5551,24000,4,male,68,used to be,180,210,7/28/15
5552,8000,4,female,26,no,164,120,7/28/15
5553,780,1,female,78,no,150,90,7/27/15
5554,36000,4,male,66,used to be,168,134,7/30/15
5555,25000,7,male,29,no,178,130,7/27/15
5556,30000,10,male,24,no,170,120,7/27/15
5557,24000,4,female,58,used to be,149,110,7/28/15
5558,0,1,female,82,no,150,100,7/28/15
5559,1.00E+05,10,female,27,no,168,116,7/28/15
5560,15000,4,female,40,no,160,136,7/28/15
5561,5000,3,female,52,no,160,170,7/29/15
5562,0,6,female,22,no,168,100,7/30/15
5563,30000,4,male,36,no,178,130,7/27/15
5564,10000,4,male,51,no,170,150,7/28/15
5565,30000,4,male,26,no,175,160,7/25/15
5566,0,3,female,41,no,172,160,7/26/15
5567,8400,3,female,66,no,152,130,7/28/15
5568,20000,4,male,43,no,175,150,7/28/15
5569,0,1,female,66,no,162,132,7/27/15
5570,1.00E+05,3,female,47,used to be,160,120,7/26/15
5571,0,3,female,62,no,166,120,7/27/15
5572,30000,6,male,30,no,175,140,7/25/15
5573,0,7,female,32,no,165,110,7/26/15
5574,30000,3,male,65,no,175,140,7/28/15
5575,50000,4,male,43,no,170,160,7/27/15
5576,30000,3,male,65,used to be,170,150,7/27/15
5577,0,6,female,45,no,158,120,7/29/15
5578,20000,1,female,44,no,165,120,7/28/15
5579,50000,6,male,24,no,173,160,7/26/15
5580,0,1,female,94,no,150,70,7/26/15
5581,18000,4,female,44,no,166,130,7/28/15
5582,30000,4,male,33,no,170,130,7/27/15
5583,10000,4,female,47,no,160,110,7/29/15
5584,32000,7,female,31,no,170,130,7/26/15
5585,0,3,female,72,no,155,90,7/25/15
5586,4000,3,male,64,yes,173,160,7/28/15
5587,1.00E+05,6,male,40,no,182,170,7/26/15
5588,48000,3,male,64,used to be,156,135,7/30/15
5589,0,3,male,61,no,172,170,7/27/15
5590,36000,4,male,65,used to be,167,130,7/31/15
5591,700,2,female,90,no,156,120,7/27/15
5592,0,10,female,24,no,163,125,7/26/15
5593,40000,4,male,33,no,175,178,7/27/15
5594,20000,5,male,34,no,175,135,7/28/15
5595,0,11,female,23,no,165,96,7/29/15
5596,0,1,female,84,no,150,110,7/30/15
5597,8000,3,male,70,no,173,150,7/26/15
5598,0,1,female,73,no,155,90,7/27/15
5599,35000,4,male,42,no,176,135,7/29/15
5600,50000,6,male,47,no,169,130,7/26/15
5601,0,1,female,80,no,155,100,7/28/15
5602,60000,10,male,51,yes,175,140,7/27/15
5603,24000,4,female,47,no,165,120,7/30/15
5604,15000,6,female,35,no,159,115,7/28/15
5605,0,6,male,19,no,176,120,7/28/15
5606,30000,4,male,43,no,170,150,7/28/15
5607,10000,3,male,30,no,170,130,7/25/15
5608,20000,4,male,69,no,172,180,7/27/15
5609,35000,6,female,47,yes,165,110,7/30/15
5610,25000,6,female,78,used to be,155,120,7/29/15
5611,6000,4,female,33,no,160,140,7/28/15
5612,5000,3,male,69,no,170,105,7/27/15
5613,25000,1,male,75,yes,170,120,7/25/15
5614,30000,3,female,74,used to be,156,104,7/28/15
5615,15000,4,female,28,no,170,130,7/28/15
5616,30000,4,female,50,used to be,165,144,7/26/15
5617,30000,4,male,50,no,170,130,7/29/15
5618,30000,4,male,54,yes,168,115,7/26/15
5619,40000,7,male,32,no,170,130,7/28/15
5620,20000,6,male,58,no,180,158,7/28/15
5621,60000,10,male,24,no,178,160,7/27/15
5622,30000,11,female,31,no,168,112,7/30/15
5623,60000,6,male,40,no,175,144,7/28/15
5624,10000,10,female,39,yes,158,94,7/25/15
5625,70000,12,male,36,yes,173,120,7/30/15
5626,50000,10,female,63,used to be,160,130,7/27/15
5627,20000,4,female,50,no,160,140,7/28/15
5628,0,4,female,40,no,168,120,7/29/15
5629,40000,4,female,60,no,165,118,8/31/15
5630,800,12,male,20,no,178,130,7/30/15
5631,50000,4,male,45,no,172,140,7/29/15
5632,0,11,female,26,no,160,114,7/27/15
5633,0,12,male,23,no,175,130,7/31/15
5634,12000,9,male,53,used to be,172,136,7/28/15
5635,30000,5,male,51,no,175,170,7/29/15
5636,10000,1,female,61,no,150,104,7/28/15
5637,35000,4,male,66,no,170,126,7/26/15
5638,15000,7,female,48,no,165,150,7/28/15
5639,40000,10,male,55,yes,170,130,7/27/15
5640,24000,6,male,47,no,162,110,7/29/15
5641,20000,4,female,45,no,165,110,7/28/15
5642,10000,1,male,67,no,170,160,7/28/15
5643,10000,4,male,44,no,172,130,7/30/15
5644,40000,6,male,29,yes,178,143,7/30/15
5645,20000,4,female,46,no,162,115,7/28/15
5646,24000,7,female,76,used to be,167,200,7/27/15
5647,3000,1,female,60,no,155,88,7/29/15
5648,0,4,female,48,no,158,120,7/29/15
5649,50000,12,male,32,no,178,144,7/30/15
5650,0,4,female,28,no,170,145,7/27/15
5651,960,3,female,75,no,150,100,7/28/15
5652,12000,9,male,27,no,173,140,7/26/15
5653,20000,3,female,78,no,155,110,7/28/15
5654,6000,3,female,47,no,155,110,7/26/15
5655,40000,6,male,51,no,172,145,7/28/15
5656,12000,4,female,19,no,170,120,7/26/15
5657,5000,6,male,55,no,175,140,7/27/15
5658,60000,4,male,35,yes,178,210,7/26/15
5659,0,4,female,63,no,166,140,7/28/15
5660,42000,12,female,69,used to be,158,140,7/29/15
5661,50000,4,male,33,no,172,120,7/30/15
5662,10000,4,female,37,no,159,110,7/26/15
5663,15000,8,male,45,no,170,138,7/26/15
5664,20000,3,female,37,no,165,110,7/26/15
5665,30000,4,male,47,no,177,150,7/30/15
5666,0,3,female,72,no,160,100,7/26/15
5667,18000,4,male,49,no,165,120,7/30/15
5668,18000,8,female,42,used to be,163,140,7/25/15
5669,48000,12,male,35,yes,180,150,7/29/15
5670,18000,4,female,26,no,164,100,7/26/15
5671,20000,4,male,31,no,170,150,7/25/15
5672,0,3,male,61,no,170,140,7/29/15
5673,0,1,female,82,no,160,130,7/27/15
5674,36000,11,female,30,no,163,114,7/28/15
5675,0,1,female,54,no,156,130,7/28/15
5676,50000,10,male,33,no,175,150,7/28/15
5677,0,4,female,54,no,160,150,7/29/15
5678,40000,7,female,48,no,162,110,7/30/15
5679,5.00E+05,10,male,42,yes,170,140,7/27/15
5680,0,1,female,75,no,145,126,7/28/15
5681,30000,4,male,42,no,168,140,7/29/15
5682,10000,7,female,19,no,160,110,7/26/15
5683,8500,3,female,70,no,163,105,7/29/15
5684,50000,3,female,58,used to be,168,140,7/30/15
5685,20000,4,male,37,no,170,50,7/28/15
5686,3600,1,female,70,no,156,110,7/27/15
5687,10000,3,male,61,no,172,160,7/30/15
5688,960,1,female,88,no,165,120,7/28/15
5689,2000,1,female,50,no,162,110,7/30/15
5690,54000,3,male,86,no,170,120,7/27/15
5691,30000,4,male,21,no,176,130,7/30/15
5692,30000,6,female,37,yes,158,120,7/25/15
5693,60000,4,male,42,no,173,150,7/29/15
5694,60000,10,male,46,yes,178,151,7/30/15
5695,30000,7,male,36,no,178,140,7/28/15
5696,10000,4,female,32,no,168,100,7/27/15
5697,15000,12,female,24,no,170,114,7/29/15
5698,20000,3,male,36,no,172,120,7/27/15
5699,60000,10,male,28,no,180,160,7/31/15
5700,0,3,female,63,no,163,110,7/31/15
5701,2830,3,male,70,no,174,140,7/28/15
5702,0,1,female,74,yes,150,80,7/25/15
5703,10000,4,male,51,no,172,178,7/26/15
5704,6000,1,male,59,no,172,130,7/26/15
5705,0,4,female,32,no,160,110,7/27/15
5706,2200,1,female,67,no,167,122,7/26/15
5707,1200,1,female,71,used to be,155,140,7/30/15
5708,36000,5,male,30,no,175,140,7/31/15
5709,0,4,male,85,no,170,120,7/26/15
5710,0,13,female,25,no,170,100,7/31/15
5711,15000,6,female,38,no,174,115,7/28/15
5712,1.00E+05,4,male,27,no,178,180,7/29/15
5713,5000,1,female,62,no,160,100,7/26/15
5714,1000,1,male,76,no,167,137,7/29/15
5715,5000,3,male,58,no,170,130,7/29/15
5716,36000,6,female,55,yes,162,136,7/29/15
5717,30000,4,female,26,no,162,110,7/30/15
5718,10000,4,female,28,no,160,100,7/29/15
5719,1500,6,female,46,no,160,104,7/28/15
5720,7000,4,male,53,no,175,120,7/26/15
5721,5000,1,female,61,no,155,105,7/26/15
5722,10000,1,male,59,no,170,140,7/27/15
5723,0,4,female,49,used to be,162,104,7/28/15
5724,5000,1,female,56,no,158,105,7/27/15
5725,3000,1,female,81,yes,150,120,7/27/15
5726,20000,4,male,52,no,180,160,7/28/15
5727,1.00E+06,4,male,44,yes,174,150,7/29/15
5728,50000,4,female,33,no,165,110,7/26/15
5729,30000,7,male,41,no,170,130,7/27/15
5730,840,1,female,79,no,160,120,7/26/15
5731,1.00E+05,7,female,39,no,168,110,7/29/15
5732,0,12,female,21,no,165,120,7/27/15
5733,50000,4,female,46,no,150,120,7/26/15
5734,20000,6,female,61,yes,160,110,7/29/15
5735,0,3,female,74,no,165,150,7/26/15
5736,30000,3,male,41,no,167,126,7/29/15
5737,1000,1,female,92,no,170,100,7/30/15
5738,1000,3,male,66,no,167,110,7/28/15
5739,11700,4,female,44,no,160,130,7/26/15
5740,1.00E+05,9,male,24,no,178,130,7/29/15
5741,15000,6,male,25,no,172,140,7/28/15
5742,2000,3,male,65,no,160,130,7/27/15
5743,5000,4,female,51,no,159,120,7/27/15
5744,0,3,female,65,no,165,140,7/27/15
5745,2000,2,male,61,no,172,100,7/26/15
5746,20000,4,male,28,no,170,145,7/26/15
5747,30000,4,female,30,no,160,160,7/27/15
5748,0,1,female,60,no,153,100,7/30/15
5749,0,11,female,25,yes,163,108,7/25/15
5750,10000,4,male,61,no,170,120,7/30/15
5751,0,1,female,67,no,158,130,7/26/15
5752,0,4,female,34,no,158,92,7/30/15
5753,60000,4,male,29,no,187,140,7/29/15
5754,0,12,female,36,no,165,148,7/29/15
5755,20000,3,male,70,no,166,100,7/27/15
5756,16000,3,female,49,no,155,104,7/29/15
5757,15000,3,female,81,no,157,120,7/26/15
5758,10000,4,female,41,no,160,130,7/27/15
5759,30000,3,male,44,no,165,110,7/28/15
5760,60000,4,male,24,no,178,160,7/29/15
5761,0,1,female,57,no,156,120,7/29/15
5762,8.00E+05,7,male,39,no,168,140,7/29/15
5763,25000,4,male,55,no,173,190,7/29/15
5764,0,1,female,80,no,155,90,7/27/15
5765,40000,4,male,31,no,175,160,7/26/15
5766,0,3,female,31,no,167,140,7/27/15
5767,14400,4,male,44,no,170,170,7/26/15
5768,15000,3,female,84,no,155,120,7/28/15
5769,0,4,female,50,no,162,140,7/30/15
5770,10000,4,female,47,no,156,110,7/26/15
5771,2000,4,female,29,no,160,130,7/25/15
5772,1100,1,female,67,no,160,90,7/26/15
5773,20000,6,male,26,no,176,120,7/30/15
5774,0,1,female,60,no,160,120,7/29/15
5775,2000,4,female,50,no,160,132,7/25/15
5776,6000,4,female,44,no,160,120,7/29/15
5777,4200,1,female,62,no,160,110,7/30/15
5778,20000,3,female,45,no,160,140,7/28/15
5779,3000,3,female,49,no,165,150,7/28/15
5780,15000,3,male,71,no,167,130,7/26/15
5781,10000,4,male,50,no,167,120,7/28/15
5782,4000,1,male,55,no,165,110,7/26/15
5783,1500,1,female,87,no,155,80,7/27/15
5784,0,4,female,66,no,156,83,7/27/15
5785,5000,1,female,62,no,160,120,7/26/15
5786,10000,3,female,55,no,165,140,7/29/15
5787,4000,1,female,89,no,160,120,7/29/15
5788,0,4,female,26,no,173,110,7/29/15
5789,2000,4,female,48,no,150,130,7/26/15
5790,3000,1,female,50,no,155,96,7/26/15
5791,20000,6,male,28,no,175,160,7/26/15
5792,0,4,female,32,no,162,140,7/25/15
5793,6000,4,male,50,no,175,180,7/25/15
5794,9000,4,male,57,no,160,120,7/26/15
5795,60000,6,male,34,no,172,170,7/25/15
5796,10000,3,female,24,no,160,140,7/29/15
5797,40000,4,male,38,no,170,130,7/29/15
5798,0,1,female,49,no,160,130,7/29/15
5799,2000,4,male,53,no,163,150,7/29/15
5800,10000,1,male,57,no,175,130,7/25/15
5801,50000,10,male,30,no,170,120,7/25/15
5802,1.00E+05,6,male,51,no,173,145,7/22/15
5803,36000,6,female,25,no,166,100,7/16/15
5804,0,1,female,70,no,155,90,7/15/15
5805,42000,12,male,45,yes,173,130,7/13/15
5806,10000,1,female,45,no,163,90,7/15/15
5807,2000,1,female,25,no,165,134,7/15/15
5808,0,1,male,85,no,160,90,7/27/15
5809,40000,12,female,41,yes,162,134,7/16/15
5810,30000,4,female,27,no,164,130,7/27/15
5811,0,6,male,18,no,176,130,7/25/15
5812,10000,6,male,37,no,176,150,7/16/15
5813,24000,6,male,65,used to be,180,160,7/27/15
5814,60000,4,female,68,yes,160,130,7/16/15
5815,10000,4,female,52,no,165,130,7/19/15
5816,20000,4,male,54,no,167,130,7/28/15
5817,18000,6,female,47,yes,160,120,7/25/15
5818,1.00E+05,10,male,33,no,180,140,7/27/15
5819,720,3,female,78,no,152,100,7/19/15
5820,12000,6,female,59,used to be,164,125,7/22/15
5821,30000,6,female,37,no,164,107,7/25/15
5822,720,1,female,68,no,155,110,7/22/15
5823,3000,4,male,67,no,168,120,7/13/15
5824,0,12,male,22,no,176,140,7/25/15
5825,36000,10,male,63,used to be,172,120,7/13/15
5826,0,3,male,48,no,155,110,7/28/15
5827,0,4,female,65,no,155,110,7/25/15
5828,30000,4,male,63,no,167,150,7/13/15
5829,30000,6,male,26,no,170,120,7/16/15
5830,20000,4,male,61,no,170,110,7/24/15
5831,1200,1,male,84,no,160,105,7/15/15
5832,20000,10,female,33,no,158,100,7/25/15
5833,0,12,female,24,no,160,90,7/13/15
5834,5000,4,male,60,no,175,135,7/24/15
5835,800,1,male,74,no,168,130,7/12/15
5836,1000,1,female,71,no,162,120,7/18/15
5837,720,1,female,69,no,156,116,7/25/15
5838,0,4,male,75,no,175,130,7/21/15
5839,0,4,male,71,no,166,140,7/16/15
5840,50000,6,male,27,no,172,130,7/19/15
5841,30000,4,male,28,no,175,140,7/28/15
5842,0,3,female,47,no,160,130,7/25/15
5843,1700,3,female,60,no,155,108,7/19/15
5844,20000,6,female,54,no,168,130,7/19/15
5845,0,3,female,73,no,160,100,7/24/15
5846,20000,4,male,38,no,167,150,7/16/15
5847,40000,6,female,40,no,166,110,7/25/15
5848,0,3,male,69,no,170,120,7/22/15
5849,20000,4,male,44,no,170,140,7/24/15
5850,5000,1,female,65,no,155,80,7/24/15
5851,35000,4,male,60,no,146,110,7/15/15
5852,30000,6,female,30,no,167,120,7/27/15
5853,4000,3,male,64,no,175,150,7/19/15
5854,2000,4,female,48,no,156,113,7/28/15
5855,10000,6,female,59,no,160,120,7/25/15
5856,0,6,female,18,no,165,120,7/16/15
5857,2000,3,male,70,no,170,140,7/13/15
5858,3600,1,male,74,no,165,116,7/27/15
5859,3500,1,female,74,no,155,90,7/18/15
5860,10000,6,male,35,no,172,130,7/24/15
5861,51000,9,female,38,yes,163,120,7/16/15
5862,30000,10,male,23,no,178,140,7/16/15
5863,0,1,female,70,no,159,120,7/15/15
5864,30000,4,male,39,no,173,140,7/25/15
5865,20000,6,female,49,no,163,110,7/19/15
5866,0,1,female,74,no,155,105,7/28/15
5867,55000,4,male,44,no,175,140,7/16/15
5868,2000,6,female,51,no,160,100,7/18/15
5869,36000,12,female,34,yes,165,120,7/27/15
5870,1000,1,female,64,no,165,110,7/12/15
5871,4000,3,male,69,no,170,150,7/19/15
5872,9000,1,male,64,no,170,90,7/27/15
5873,0,1,female,65,no,159,96,7/22/15
5874,10000,6,male,67,no,167,140,7/24/15
5875,0,4,female,51,no,160,120,7/13/15
5876,15000,4,male,48,no,180,150,7/12/15
5877,8000,6,male,22,no,170,140,7/19/15
5878,20000,6,female,49,used to be,164,64,7/22/15
5879,28000,4,female,75,yes,160,115,7/16/15
5880,0,4,female,47,no,160,70,7/13/15
5881,0,1,female,61,no,155,100,7/19/15
5882,50000,6,female,19,no,175,160,7/25/15
5883,2000,1,female,60,no,160,90,7/24/15
5884,5000,3,male,65,no,165,90,7/22/15
5885,0,4,male,44,no,168,114,7/12/15
5886,0,1,female,59,no,153,95,7/18/15
