id,income,education,gender,age,union,height,weight,surveydate
8347,10000,4,male,26,yes,170,115,7/30/15
8348,0,12,female,20,no,169,112,8/1/15
8349,0,4,female,47,no,158,140,8/1/15
8350,9600,1,male,62,no,157,100,7/30/15
8351,50000,9,male,47,yes,161,140,8/1/15
8352,10000,3,male,68,no,164,110,7/31/15
8353,12000,3,male,53,yes,165,140,8/1/15
8354,800,1,female,41,no,148,115,7/31/15
8355,12000,1,female,67,no,155,100,7/31/15
8356,20000,3,male,35,no,162,90,7/29/15
8357,2000,1,female,68,no,160,100,8/2/15
8358,15000,3,male,29,no,170,160,7/30/15
8359,2500,3,female,71,no,165,90,7/30/15
8360,30000,2,male,64,no,160,120,7/31/15
8361,1080,3,male,73,no,158,95,7/30/15
8362,40000,4,male,30,no,170,130,7/31/15
8363,5000,1,male,44,no,160,106,8/1/15
8364,60000,7,female,40,no,155,100,7/31/15
8365,7000,1,male,46,no,173,140,7/31/15
8366,12000,4,male,18,no,170,130,7/30/15
8367,10000,3,female,42,no,160,130,7/30/15
8368,10000,1,female,66,no,155,80,8/1/15
8369,20000,3,male,47,no,160,105,8/2/15
8370,1000,3,female,28,no,160,100,7/31/15
8371,10000,3,male,54,no,165,118,8/1/15
8372,0,1,female,66,no,155,140,7/30/15
8373,40000,4,male,30,no,170,170,7/30/15
8374,30000,4,male,46,no,168,120,8/2/15
8375,0,1,female,69,no,156,126,7/30/15
8376,10000,1,male,65,no,167,110,8/1/15
8377,7000,4,male,52,no,165,120,7/30/15
8378,3000,1,male,63,no,162,130,7/29/15
8379,2000,3,female,26,no,158,110,8/2/15
8380,10000,1,female,49,no,165,130,8/1/15
8381,5000,4,female,60,no,156,100,7/30/15
8382,20000,3,male,59,no,160,120,7/29/15
8383,30000,3,male,32,no,165,110,8/1/15
8384,30000,3,male,50,no,162,113,8/2/15
8385,30000,1,female,47,no,160,110,8/1/15
8386,3600,3,male,88,used to be,168,90,8/1/15
8387,45000,3,male,60,no,167,130,7/30/15
8388,5000,1,female,67,no,160,85,8/1/15
8389,40000,4,male,21,no,172,120,8/2/15
8390,12000,4,male,50,used to be,168,110,8/1/15
8391,5000,4,female,46,no,155,105,8/2/15
8392,0,3,female,69,no,153,62,7/30/15
8393,2400,1,male,86,no,172,130,8/1/15
8394,1000,1,male,66,no,162,107,7/31/15
8395,2000,3,male,76,used to be,165,90,8/2/15
8396,700,3,female,62,no,152,105,7/30/15
8397,10000,3,male,63,used to be,175,140,8/2/15
8398,2000,3,male,53,no,160,140,7/30/15
8399,960,1,male,62,no,155,140,7/30/15
8400,5000,2,male,73,no,160,94,7/29/15
8401,2400,1,male,64,yes,160,100,7/30/15
8402,800,1,female,63,no,140,120,8/1/15
8403,20000,7,male,25,no,173,120,8/1/15
8404,2000,6,female,19,no,160,110,7/31/15
8405,3000,3,female,48,no,158,110,8/1/15
8406,1000,1,female,69,no,150,110,8/1/15
8407,10000,1,female,71,no,165,55,7/31/15
8408,1500,3,female,53,no,145,40,8/2/15
8409,500,1,male,45,no,160,130,7/30/15
8410,2000,3,male,50,no,170,120,8/1/15
8411,6000,1,female,46,no,155,105,7/30/15
8412,2000,3,female,44,no,155,85,7/30/15
8413,1000,3,male,66,no,167,130,7/30/15
8414,6000,4,male,74,used to be,168,90,7/30/15
8415,12000,4,male,61,no,161,110,8/2/15
8416,300,1,female,77,no,148,70,7/31/15
8417,50000,4,male,51,no,164,100,8/1/15
8418,1000,1,female,81,no,140,100,7/30/15
8419,3000,1,male,64,no,160,110,7/31/15
8420,8000,3,male,48,no,160,120,7/30/15
8421,12000,3,male,68,no,156,130,7/31/15
8422,11000,4,male,41,no,167,120,8/1/15
8423,0,3,male,64,yes,170,110,7/29/15
8424,8000,4,male,47,no,167,90,7/31/15
8425,5000,3,female,40,no,162,60,7/31/15
8426,5000,3,female,46,no,159,80,7/29/15
8427,15000,3,male,57,yes,160,110,7/31/15
8428,400,1,male,75,yes,160,120,7/30/15
8429,0,4,female,73,no,160,150,8/1/15
8430,20000,2,female,48,no,160,140,7/30/15
8431,8400,3,male,63,no,158,110,7/31/15
8432,840,3,male,78,no,165,110,8/5/15
8433,5000,3,female,49,no,160,120,8/9/15
8434,12000,4,male,61,no,160,144,8/9/15
8435,0,1,female,70,no,155,80,8/12/15
8436,80000,7,male,29,yes,175,160,8/9/15
8437,50000,4,female,50,no,150,80,8/11/15
8438,30000,10,male,26,no,168,120,8/10/15
8439,15000,3,female,40,no,158,120,8/9/15
8440,40000,11,male,30,no,174,150,8/4/15
8441,2000,3,male,46,no,162,115,8/7/15
8442,5000,4,male,48,no,170,130,8/5/15
8443,20000,1,male,75,no,170,135,8/12/15
8444,20000,4,female,63,used to be,155,80,7/31/15
8445,12000,1,female,63,no,150,120,7/29/15
8446,10000,1,female,67,no,165,100,8/6/15
8447,10000,3,male,51,used to be,160,90,8/5/15
8448,24000,3,female,56,no,150,120,8/5/15
8449,10000,3,female,60,no,160,117,8/7/15
8450,20000,1,female,70,used to be,155,102,8/11/15
8451,10000,3,female,50,no,164,130,8/7/15
8452,10000,2,male,94,used to be,169,130,8/10/15
8453,0,1,female,63,no,162,114,7/31/15
8454,24000,6,female,27,no,165,100,8/9/15
8455,0,3,male,62,no,170,130,8/12/15
8456,30000,4,male,63,used to be,163,125,7/30/15
8457,24000,4,female,51,no,156,100,8/11/15
8458,2000,3,male,48,no,168,130,8/1/15
8459,780,1,male,68,no,158,100,8/6/15
8460,4000,1,female,61,yes,150,80,8/6/15
8461,10000,1,female,43,no,150,102,8/1/15
8462,18000,6,male,73,no,168,130,8/5/15
8463,24000,1,female,56,no,158,80,8/6/15
8464,40000,7,male,57,no,160,120,8/11/15
8465,0,5,female,29,no,158,100,8/7/15
8466,24000,3,female,59,no,153,120,8/11/15
8467,24000,4,female,79,used to be,155,90,8/3/15
8468,5000,1,male,70,no,165,110,8/10/15
8469,0,6,female,20,no,163,100,8/10/15
8470,0,1,female,95,yes,140,70,8/11/15
8471,10000,1,male,59,no,170,165,8/6/15
8472,7650,1,female,61,no,150,124,8/4/15
8473,20000,4,male,60,no,165,120,8/11/15
8474,5000,3,female,46,no,160,120,8/5/15
8475,10000,4,male,50,no,165,116,8/7/15
8476,0,2,female,79,no,150,90,8/12/15
8477,20000,1,male,63,no,167,120,8/12/15
8478,15000,3,female,43,no,158,100,8/11/15
8479,1000,3,female,48,no,155,90,8/5/15
8480,14000,1,female,68,no,145,100,8/9/15
8481,7200,3,female,69,no,150,124,7/31/15
8482,80000,3,male,47,no,170,110,8/9/15
8483,15000,1,female,80,no,160,100,8/4/15
8484,0,1,male,87,no,156,80,8/9/15
8485,0,6,male,18,no,170,110,7/31/15
8486,500,1,female,66,no,155,110,8/7/15
8487,25000,3,female,63,no,158,100,8/10/15
8488,12000,3,male,58,no,165,125,8/6/15
8489,500,3,female,49,no,157,130,8/1/15
8490,50000,3,male,70,no,163,110,8/12/15
8491,30000,4,male,48,no,165,105,8/11/15
8492,36000,4,male,44,no,167,140,8/7/15
8493,10000,1,male,62,used to be,175,130,8/5/15
8494,10000,3,male,54,no,165,120,8/5/15
8495,10000,3,male,47,no,167,140,7/31/15
8496,12000,1,female,82,no,155,80,8/11/15
8497,2500,3,female,66,no,148,120,7/31/15
8498,6000,3,male,39,no,154,85,8/6/15
8499,4000,4,female,51,no,150,130,8/10/15
8500,2000,1,female,69,no,155,105,8/11/15
8501,42000,6,male,23,no,167,110,8/11/15
8502,40000,7,female,36,no,158,108,8/10/15
8503,0,3,female,48,no,155,100,8/1/15
8504,10000,4,female,59,no,156,120,8/9/15
8505,7000,3,female,53,no,160,96,8/5/15
8506,40000,4,female,45,no,163,120,8/3/15
8507,10000,1,male,62,no,170,120,8/5/15
8508,30000,4,female,52,no,150,110,8/5/15
8509,5000,1,female,63,no,160,80,8/6/15
8510,0,6,female,57,no,160,140,8/5/15
8511,20000,5,female,72,no,155,110,8/11/15
8512,40000,6,male,53,no,167,160,8/5/15
8513,1200,1,male,68,no,165,120,8/7/15
8514,120000,6,male,34,no,167,150,8/3/15
8515,40000,4,male,72,no,161,97,8/7/15
8516,0,6,male,18,no,163,105,8/10/15
8517,5000,1,female,58,no,155,120,8/9/15
8518,30000,7,male,42,yes,163,100,8/10/15
8519,0,3,female,42,no,158,120,7/29/15
8520,15000,3,female,71,no,155,120,8/10/15
8521,50000,7,female,28,yes,157,98,8/8/15
8522,20000,3,female,55,no,157,170,8/6/15
8523,40000,4,male,83,used to be,163,130,7/29/15
8524,20000,4,female,35,no,155,103,8/5/15
8525,2000,1,female,75,no,150,90,8/1/15
8526,10000,4,male,45,no,172,163,8/5/15
8527,1000,3,female,51,no,167,120,8/6/15
8528,30000,4,male,60,yes,154,100,7/29/15
8529,19200,4,male,50,used to be,170,140,8/1/15
8530,10000,2,female,69,no,155,90,8/11/15
8531,900,3,female,68,no,157,120,7/31/15
8532,0,1,female,80,no,156,90,8/7/15
8533,6000,3,male,48,no,170,140,8/7/15
8534,24000,3,male,66,no,160,125,8/5/15
8535,30000,4,male,27,no,168,130,8/12/15
8536,12000,3,female,77,no,140,80,8/9/15
8537,20000,3,male,60,no,169,140,8/10/15
8538,15000,4,male,59,no,165,115,7/29/15
8539,4000,3,female,58,no,157,82,8/5/15
8540,24000,3,female,59,no,160,100,8/10/15
8541,20000,11,male,70,used to be,165,100,8/11/15
8542,14000,3,female,86,no,152,84,8/5/15
8543,13000,1,male,80,no,170,130,8/5/15
8544,60000,10,female,35,no,153,90,8/5/15
8545,5000,4,female,25,no,165,115,8/6/15
8546,100,1,male,53,no,172,150,8/5/15
8547,1200,1,male,46,no,172,140,8/4/15
8548,15000,1,female,61,no,155,100,8/8/15
8549,1200,3,male,70,no,170,120,8/4/15
8550,5000,3,male,50,no,168,130,8/6/15
8551,20000,3,male,60,no,165,140,8/11/15
8552,15000,4,male,74,no,160,105,8/8/15
8553,3000,1,female,57,no,155,125,8/6/15
8554,0,3,female,53,no,155,80,8/4/15
8555,2000,1,female,67,no,156,90,8/7/15
8556,110000,3,female,40,no,160,100,8/5/15
8557,11000,1,female,75,no,148,102,8/11/15
8558,10000,10,female,24,no,160,120,8/6/15
8559,3000,1,male,71,no,165,140,8/6/15
8560,0,3,female,46,no,155,105,8/5/15
8561,0,3,female,50,no,150,100,8/1/15
8562,60000,3,female,50,no,154,128,8/8/15
8563,3816,9,female,74,used to be,155,126,8/5/15
8564,30000,6,female,32,no,155,130,8/9/15
8565,0,12,female,22,no,168,125,7/29/15
8566,20000,4,female,43,yes,158,98,8/6/15
8567,20000,4,male,40,no,165,120,7/31/15
8568,1000,3,female,59,no,159,115,8/5/15
8569,0,3,female,63,no,160,110,7/31/15
8570,36000,12,male,76,no,165,130,8/3/15
8571,30000,3,male,52,no,170,140,8/6/15
8572,24000,4,male,61,yes,160,110,7/31/15
8573,0,12,female,22,no,170,105,8/4/15
8574,6000,4,female,63,no,155,90,8/12/15
8575,10000,3,female,61,no,149,96,8/1/15
8576,900,1,female,70,no,155,110,8/4/15
8577,50000,3,male,67,no,165,112,8/11/15
8578,30000,3,male,46,no,163,110,8/11/15
8579,1000,3,male,71,no,165,120,8/5/15
8580,30000,3,male,71,no,168,135,8/5/15
8581,20000,1,female,52,no,154,100,8/12/15
8582,20000,3,male,48,no,160,120,8/7/15
8583,25000,4,male,52,yes,167,130,7/29/15
8584,24000,10,female,36,no,160,130,7/30/15
8585,8000,4,female,41,no,156,90,8/9/15
8586,6000,1,female,78,no,152,130,7/29/15
8587,23000,11,male,87,used to be,156,110,8/11/15
8588,15000,4,male,62,no,170,130,8/8/15
8589,10000,3,male,75,no,160,110,8/6/15
8590,10000,6,male,63,yes,167,130,8/6/15
8591,20000,1,female,51,no,156,110,7/29/15
8592,0,7,male,22,no,170,131,8/11/15
8593,48000,12,male,50,yes,172,130,8/4/15
8594,36000,10,female,28,no,160,94,7/31/15
8595,780,1,female,64,no,140,80,8/6/15
8596,5000,3,male,41,no,162,120,8/12/15
8597,0,1,female,85,no,153,120,8/5/15
8598,50000,11,male,75,used to be,162,110,8/3/15
8599,1500,3,male,62,no,169,110,8/6/15
8600,2000,1,female,69,no,156,110,8/6/15
8601,0,4,female,37,no,160,110,8/4/15
8602,0,3,female,49,no,155,120,7/31/15
8603,30000,4,male,37,no,172,135,8/8/15
8604,48000,7,female,59,no,156,95,8/3/15
8605,24000,1,male,63,used to be,170,120,8/9/15
8606,3000,4,male,60,used to be,148,101,8/6/15
8607,10000,3,male,48,no,168,135,8/4/15
8608,4300,3,male,30,no,170,110,7/29/15
8609,3000,4,female,47,no,159,110,8/8/15
8610,36000,10,male,70,yes,165,148,8/4/15
8611,2000,1,female,62,no,167,110,8/7/15
8612,20000,6,male,24,no,175,160,8/4/15
8613,18000,6,female,54,no,150,120,7/29/15
8614,40000,12,female,60,used to be,153,100,8/11/15
8615,15000,1,female,83,no,155,100,8/12/15
8616,30000,4,male,40,yes,168,110,8/6/15
8617,40000,7,female,53,used to be,155,96,8/5/15
8618,10000,1,male,60,no,156,100,8/12/15
8619,50000,4,male,50,used to be,160,150,8/11/15
8620,14400,3,female,62,no,150,90,8/9/15
8621,40000,2,male,69,no,170,120,8/7/15
8622,10000,3,female,63,no,155,130,7/30/15
8623,4420,4,male,68,used to be,167,130,8/1/15
8624,10000,4,female,67,yes,150,90,8/5/15
8625,36000,12,female,29,yes,169,120,8/8/15
8626,60000,6,female,50,no,150,100,8/6/15
8627,20000,4,male,66,used to be,165,132,8/6/15
8628,0,2,female,83,no,152,70,8/9/15
8629,36000,10,male,63,used to be,159,116,8/5/15
8630,20000,6,male,46,no,168,130,7/29/15
8631,1.00E+05,4,male,53,no,156,124,8/4/15
8632,10000,4,male,63,no,166,150,8/10/15
8633,0,3,female,46,no,155,130,8/6/15
8634,120000,4,male,33,no,170,145,8/9/15
8635,12000,1,female,65,no,157,130,7/29/15
8636,30000,4,male,33,no,165,130,8/11/15
8637,13200,3,female,65,no,158,125,7/31/15
8638,6000,1,female,47,no,150,80,8/6/15
8639,10000,1,male,71,no,166,120,8/9/15
8640,2000,3,female,57,used to be,157,90,8/1/15
8641,20000,4,female,45,no,160,120,8/8/15
8642,20000,3,female,48,no,155,110,8/12/15
8643,30000,4,female,33,no,160,90,8/10/15
8644,10000,3,female,64,yes,161,120,8/11/15
8645,15000,5,female,29,no,158,98,7/29/15
8646,24000,3,male,62,yes,175,140,7/29/15
8647,0,7,female,26,no,155,133,7/30/15
8648,43200,4,male,68,used to be,156,125,8/3/15
8649,20400,3,female,63,no,156,125,8/11/15
8650,5000,1,male,65,no,165,120,8/8/15
8651,50000,4,male,51,no,158,105,8/10/15
8652,0,12,female,28,no,164,100,8/6/15
8653,30000,1,male,60,no,170,130,8/7/15
8654,25000,4,female,50,no,155,120,7/29/15
8655,0,12,male,22,no,175,125,8/3/15
8656,30000,3,male,46,no,165,140,8/9/15
8657,30000,3,male,71,used to be,163,150,7/30/15
8658,0,10,female,20,no,166,100,8/5/15
8659,3000,4,female,44,no,160,105,7/31/15
8660,10000,3,female,65,no,160,110,8/11/15
8661,30000,3,male,73,no,169,110,8/5/15
8662,25000,4,male,51,no,164,140,8/10/15
8663,1000,1,female,69,no,155,100,8/7/15
8664,1000,1,female,76,no,150,120,8/5/15
8665,20000,3,female,48,yes,157,120,8/5/15
8666,12000,4,female,27,no,155,100,8/11/15
8667,18000,6,male,21,no,170,140,8/9/15
8668,6000,3,male,64,no,160,102,8/6/15
8669,6000,3,male,50,no,170,150,8/7/15
8670,12000,4,male,52,no,156,120,8/5/15
8671,0,1,female,84,no,148,90,8/5/15
8672,1000,3,female,51,yes,166,130,8/5/15
8673,0,3,female,42,no,155,120,8/1/15
8674,26400,3,female,85,no,150,70,8/11/15
8675,10000,3,male,75,no,165,130,8/11/15
8676,4000,3,male,62,no,170,140,8/7/15
8677,1200,3,female,51,no,155,100,8/5/15
8678,15000,3,female,58,no,157,120,8/10/15
8679,28000,4,male,59,yes,168,110,7/29/15
8680,12000,1,female,61,no,150,100,8/9/15
8681,14000,3,female,62,no,161,130,8/9/15
8682,40000,1,female,43,no,155,115,8/7/15
8683,0,1,female,86,no,151,90,8/7/15
8684,20000,4,female,42,no,155,94,8/3/15
8685,5000,3,female,51,no,160,105,8/5/15
8686,50000,1,male,49,no,165,120,8/8/15
8687,40000,12,male,45,no,165,150,8/3/15
8688,0,1,female,72,no,150,80,8/7/15
8689,10000,1,male,87,no,173,125,8/11/15
8690,10000,1,male,54,no,171,130,8/11/15
8691,110000,4,male,45,yes,160,90,8/8/15
8692,10000,1,female,72,no,140,90,8/8/15
8693,24000,4,female,61,yes,160,120,7/31/15
8694,18000,2,female,58,yes,150,140,7/30/15
8695,15000,4,male,58,yes,165,115,7/30/15
8696,3000,1,female,70,no,155,108,8/11/15
8697,5000,3,female,51,no,150,120,7/29/15
8698,20000,11,female,22,no,160,120,8/11/15
8699,0,3,male,60,no,163,100,8/5/15
8700,20000,11,male,66,used to be,170,140,8/10/15
8701,0,6,female,31,no,175,120,8/11/15
8702,120000,6,male,46,no,160,120,8/12/15
8703,20400,3,female,65,no,158,120,7/29/15
8704,50000,4,male,48,no,158,115,8/12/15
8705,70000,3,male,42,no,168,123,8/5/15
8706,10000,4,male,52,no,172,120,8/11/15
8707,14000,1,male,58,no,172,130,8/8/15
8708,0,4,female,40,no,160,120,8/5/15
8709,36000,7,male,77,used to be,168,88,8/9/15
8710,30000,3,male,64,no,170,126,8/6/15
8711,23000,6,female,61,used to be,154,97,7/31/15
8712,2000,3,female,65,no,162,100,8/5/15
8713,5000,1,male,83,no,155,80,8/7/15
8714,12000,3,male,41,no,160,120,8/6/15
8715,0,1,female,79,no,155,90,8/12/15
8716,0,9,male,53,used to be,170,160,7/31/15
8717,30000,6,male,46,no,168,120,8/8/15
8718,30000,2,male,79,used to be,160,110,8/4/15
8719,0,1,female,58,no,156,95,8/12/15
8720,20000,1,female,77,no,170,110,8/6/15
8721,6000,3,female,59,no,165,70,8/5/15
8722,5000,3,female,47,no,160,100,8/12/15
8723,0,4,female,45,no,155,82,8/4/15
8724,10000,4,male,58,no,166,136,8/10/15
8725,12000,3,female,41,no,150,90,8/7/15
8726,1000,3,female,64,no,155,100,8/5/15
8727,14400,1,female,60,no,160,100,8/11/15
8728,10000,1,male,36,no,170,120,8/1/15
8729,0,3,female,45,no,158,110,8/6/15
8730,10000,3,male,49,no,165,130,8/9/15
8731,7000,1,female,49,no,157,120,8/7/15
8732,20000,4,male,45,no,168,125,8/12/15
8733,5000,3,female,64,no,155,120,8/12/15
8734,20000,3,male,75,no,155,60,8/11/15
8735,110000,4,male,40,no,173,141,8/11/15
8736,0,4,male,53,no,156,100,8/5/15
8737,18000,4,female,58,no,162,120,8/10/15
8738,0,4,female,41,no,162,120,8/10/15
8739,3000,1,female,63,no,150,70,8/6/15
8740,20000,3,male,64,no,160,140,7/29/15
8741,1.00E+05,4,male,39,no,173,79,8/5/15
8742,12000,1,female,70,no,142,84,8/11/15
8743,3000,1,female,65,no,158,120,7/31/15
8744,2000,3,male,77,no,162,100,8/12/15
8745,20000,4,male,48,no,160,140,8/10/15
8746,0,3,female,33,no,165,90,8/7/15
8747,10000,3,male,72,no,163,120,8/10/15
8748,50000,4,male,24,no,170,58,8/5/15
8749,14000,3,female,61,no,155,125,8/11/15
8750,0,10,male,19,no,170,140,8/6/15
8751,20000,3,male,67,no,160,140,8/10/15
8752,20000,1,female,30,no,160,110,8/11/15
8753,1000,3,female,59,no,157,120,8/7/15
8754,9999990,3,female,33,no,150,140,7/29/15
8755,18000,6,female,46,no,156,98,8/5/15
8756,6000,1,female,50,no,165,120,8/5/15
8757,34800,3,male,82,used to be,163,100,8/6/15
8758,30000,6,female,46,yes,150,130,7/30/15
8759,24000,6,female,51,no,160,116,7/30/15
8760,1000,4,male,60,no,160,110,7/31/15
8761,20000,4,male,33,no,169,120,8/4/15
8762,20000,4,female,61,no,162,130,8/10/15
8763,19000,3,male,67,used to be,176,130,8/1/15
8764,36000,6,male,71,no,167,130,8/7/15
8765,25000,3,female,57,no,153,130,7/30/15
8766,40000,9,female,37,yes,158,120,8/6/15
8767,30000,4,male,52,no,158,120,8/8/15
8768,1.00E+05,4,male,62,no,171,160,8/3/15
8769,20000,1,female,81,used to be,155,90,8/6/15
8770,30000,6,male,52,no,181,160,8/5/15
8771,40000,3,male,48,no,165,120,8/9/15
8772,0,1,female,53,no,151,70,8/6/15
8773,50000,4,female,46,yes,155,125,8/8/15
8774,50000,7,male,70,no,160,130,8/8/15
8775,50000,6,male,60,used to be,175,140,8/5/15
8776,1.00E+05,4,female,49,used to be,152,100,8/10/15
8777,2000,3,female,67,no,150,85,8/4/15
8778,30000,12,male,25,no,172,118,7/29/15
8779,6000,3,male,65,no,165,100,8/5/15
8780,15000,4,female,38,no,160,110,8/5/15
8781,20000,1,male,68,no,168,111,7/31/15
8782,5000,4,male,48,no,163,102,8/9/15
8783,3000,3,female,47,no,150,84,8/7/15
8784,40000,7,male,59,used to be,178,140,8/4/15
8785,6000,5,female,40,no,154,102,8/3/15
8786,30000,3,female,46,no,156,110,8/5/15
8787,6000,1,female,48,no,160,110,8/7/15
8788,0,6,female,19,no,166,110,8/8/15
8789,0,4,female,28,no,160,108,8/7/15
8790,2000,4,male,79,no,170,98,8/5/15
8791,36000,3,male,84,used to be,170,150,7/29/15
8792,8000,1,male,69,no,165,110,8/6/15
8793,24000,1,female,78,used to be,147,110,7/29/15
8794,0,4,male,78,no,160,90,8/5/15
8795,10000,4,female,60,used to be,154,110,7/31/15
8796,0,1,male,88,no,158,87,8/4/15
8797,0,1,female,22,no,160,120,8/12/15
8798,1.00E+05,10,male,46,no,170,140,8/5/15
8799,0,3,female,47,no,160,120,8/5/15
8800,13000,4,male,60,no,168,145,8/5/15
8801,15000,4,female,47,no,150,86,8/5/15
8802,2000,1,male,80,no,165,90,8/6/15
8803,2000,10,male,24,no,170,115,8/5/15
8804,24000,1,female,85,used to be,155,110,8/10/15
8805,5000,3,male,43,no,165,120,8/7/15
8806,10000,3,male,61,no,167,140,8/4/15
8807,5000,4,female,43,yes,154,100,8/6/15
8808,100,1,female,62,no,155,108,8/6/15
8809,30000,10,female,73,yes,160,120,8/9/15
8810,2000,3,female,68,no,155,120,8/4/15
8811,0,1,female,64,no,155,100,8/5/15
8812,5000,3,male,66,used to be,160,94,8/12/15
8813,0,7,female,34,no,156,94,8/10/15
8814,50000,4,male,35,no,170,140,8/10/15
8815,10000,3,female,39,no,153,100,8/6/15
8816,24000,3,female,66,no,161,102,8/5/15
8817,50000,12,male,23,no,175,130,8/9/15
8818,20000,7,male,34,used to be,160,100,8/5/15
8819,20000,3,male,52,no,156,110,8/6/15
8820,20000,4,male,47,no,166,150,8/12/15
8821,50000,4,male,66,no,157,103,8/6/15
8822,24000,3,female,57,no,159,126,8/5/15
8823,5000,1,male,49,no,170,100,8/5/15
8824,5000,1,female,59,no,153,120,8/12/15
8825,60000,13,female,26,no,158,100,8/9/15
8826,10000,3,female,66,no,155,120,8/5/15
8827,10000,4,female,39,no,155,110,8/1/15
8828,16000,4,female,71,no,158,122,7/30/15
8829,40000,6,male,41,no,176,160,8/8/15
8830,0,3,female,45,no,168,108,7/31/15
8831,3000,1,male,57,no,170,108,8/6/15
8832,6000,4,male,39,no,160,115,8/6/15
8833,0,1,female,87,no,145,60,8/5/15
8834,4000,3,male,62,no,150,70,8/7/15
8835,36000,4,male,63,no,164,135,8/10/15
8836,1.00E+05,4,female,52,yes,165,110,8/10/15
8837,12000,3,female,55,no,160,120,8/11/15
8838,0,10,female,20,no,150,100,8/6/15
8839,20000,7,male,43,used to be,162,130,8/5/15
8840,10000,3,female,47,no,155,115,8/9/15
8841,20000,1,female,60,no,155,110,8/12/15
8842,3000,3,female,42,no,155,130,8/5/15
8843,30000,3,female,65,no,155,90,8/10/15
8844,20000,1,male,39,no,170,120,8/1/15
8845,50000,3,female,52,yes,160,140,8/10/15
8846,0,3,female,62,no,155,110,8/12/15
8847,20000,1,female,46,no,160,120,8/10/15
8848,20000,1,male,71,no,168,118,8/6/15
8849,10300,3,female,69,no,152,82,7/30/15
8850,25000,12,male,81,no,173,98,8/1/15
8851,10000,4,male,60,no,165,110,8/7/15
8852,20000,3,male,47,no,162,120,8/7/15
8853,10000,4,male,71,no,170,105,8/6/15
8854,12000,4,male,63,no,164,120,7/31/15
8855,1000,4,female,51,no,155,90,7/31/15
8856,780,3,male,74,no,155,120,8/6/15
8857,780,1,female,61,no,150,118,8/6/15
8858,5000,3,female,51,no,160,120,7/31/15
8859,25000,4,male,42,no,168,130,8/11/15
8860,12000,4,female,49,no,160,120,8/11/15
8861,5000,3,male,48,no,173,130,8/5/15
8862,2000,3,male,65,no,170,150,8/5/15
8863,2500,4,male,60,no,160,110,8/5/15
8864,40000,3,female,59,no,160,110,8/6/15
8865,30000,4,male,43,no,165,154,8/6/15
8866,4000,3,male,58,no,160,120,8/7/15
8867,20000,4,male,40,no,165,130,8/9/15
8868,5000,3,female,44,no,155,90,8/7/15
8869,40000,6,male,48,no,170,140,8/10/15
8870,13000,3,female,55,no,155,105,8/9/15
8871,7000,4,male,73,yes,160,110,8/6/15
8872,0,1,male,60,no,165,110,8/5/15
8873,36000,4,female,29,no,160,100,8/10/15
8874,5000,1,female,54,no,150,120,7/31/15
8875,24000,4,male,45,yes,170,135,7/30/15
8876,1000,3,male,69,no,170,125,8/5/15
8877,17000,3,female,70,no,115,130,8/1/15
8878,1000,1,female,46,no,165,120,8/6/15
8879,30000,1,male,51,no,170,130,8/12/15
8880,1000,3,female,62,no,155,130,8/7/15
8881,50000,8,male,41,no,165,130,8/6/15
8882,40000,6,male,62,no,171,130,7/31/15
8883,2000,3,male,74,no,165,120,8/9/15
8884,3000,3,male,73,no,160,90,8/4/15
8885,20000,4,male,40,no,165,130,8/12/15
8886,1000,3,male,57,no,162,120,8/7/15
8887,11500,3,female,63,no,141,110,8/1/15
8888,10000,3,female,45,no,158,100,8/10/15
8889,50000,3,male,63,no,160,100,8/5/15
8890,50000,6,male,52,no,165,136,8/6/15
8891,20000,1,female,61,no,155,105,8/6/15
8892,30000,1,male,82,used to be,169,120,7/30/15
8893,500,1,female,58,no,158,117,8/1/15
8894,4800,1,male,73,no,165,120,8/10/15
8895,5000,4,female,52,no,160,120,8/9/15
8896,13002,3,male,66,no,170,120,7/31/15
8897,14000,3,female,72,no,145,108,8/9/15
8898,60000,6,male,48,no,165,120,8/1/15
8899,30000,9,female,34,no,159,103,8/9/15
8900,0,6,female,43,no,165,110,8/6/15
8901,24000,3,male,41,no,165,150,8/1/15
8902,5000,3,female,74,no,158,84,8/4/15
8903,50000,3,male,68,no,160,110,8/6/15
8904,18000,2,female,78,no,158,40,8/5/15
8905,5000,3,female,66,no,155,104,8/9/15
8906,6000,3,female,45,no,156,126,8/9/15
8907,14000,4,male,41,no,169,170,8/5/15
8908,2000,3,male,62,no,165,115,8/5/15
8909,8000,3,male,67,used to be,165,150,8/6/15
8910,50000,3,male,42,no,170,130,8/10/15
8911,0,1,male,64,no,168,130,8/4/15
8912,0,3,male,65,no,165,95,8/5/15
8913,10000,1,male,79,no,155,98,8/1/15
8914,5000,3,male,73,no,150,110,8/6/15
8915,6500,1,female,53,no,155,100,8/6/15
8916,0,1,male,64,no,172,130,8/6/15
8917,1000,1,female,64,no,156,84,8/7/15
8918,5000,1,male,70,no,170,120,8/10/15
8919,2000,3,female,36,no,156,96,8/6/15
8920,10000,3,female,62,no,155,125,8/6/15
8921,24000,3,male,59,used to be,165,152,8/1/15
8922,12000,1,female,75,no,158,118,8/1/15
8923,2000,3,female,50,no,165,160,7/31/15
8924,14000,4,male,47,no,165,85,8/7/15
8925,8000,3,female,59,no,155,103,8/4/15
